Month,Region,Route,Vendor,Package_Count,Driver_Hours,Mileage,Fuel_Used,Delivery_Cost,Year,Month_Num,Quarter,Fuel_Efficiency,Cost_Per_Package,Packages_per_hour
2023-01-01,East,6,Vendor D,196,79.76240353387666,287.48339101886177,42.64333246340108,2189.668102679054,2023,1,1,6.741578915428251,11.171776034076805,2.457298066710777
2023-01-01,East,7,Vendor F,188,91.93325635740382,250.92025528212127,46.18325406642444,3132.6971552716095,2023,1,1,5.433143687130139,16.663282740806434,2.0449618282759703
2023-01-01,East,8,Vendor E,214,75.05685698039677,225.22501680285856,59.23197960299624,2134.968088498639,2023,1,1,3.80242258172755,9.976486394853454,2.851171879684386
2023-01-01,East,9,Vendor B,217,86.55927801881285,250.8996878643256,50.65868413223746,2377.599535577513,2023,1,1,4.952747829165614,10.956679887453976,2.5069525181672274
2023-01-01,East,10,Vendor D,210,75.6746648458479,231.90557298958916,44.02731246481874,2099.718578105168,2023,1,1,5.267311584710055,9.998659895738895,2.775037067263896
2023-01-01,West,1,Vendor D,197,75.46753686047718,291.9400459360979,36.10146557102232,2088.3191614842694,2023,1,1,8.086653583682496,10.60060488063081,2.610393928242411
2023-01-01,West,2,Vendor C,177,64.66793737256904,205.7121236799466,59.02787216343408,1859.369638149651,2023,1,1,3.4849998168725924,10.504913209885034,2.7370596185905285
2023-01-01,West,3,Vendor F,188,75.88408812076564,239.40508123028275,49.40601368433933,2719.0057078684504,2023,1,1,4.845666820235067,14.462796318449204,2.4774627284287534
2023-01-01,West,4,Vendor A,179,91.06400752651132,231.2774576488752,46.18979236306176,2367.116002208737,2023,1,1,5.007111870756733,13.224111744182888,1.9656503690317826
2023-01-01,West,5,Vendor F,215,69.83266258549045,211.3442759120663,47.319909626180106,2584.295409976266,2023,1,1,4.466286550030485,12.0199786510524,3.0787885215860555
2023-01-01,West,6,Vendor G,201,90.5940568221912,262.6730491870432,47.66905694026889,2413.992136776856,2023,1,1,5.510347089857103,12.009911128243065,2.2186885878673293
2023-01-01,West,7,Vendor A,201,74.66621763454451,286.3113416602689,50.206690884831566,2117.2312303415465,2023,1,1,5.702653104882665,10.533488708166898,2.6919804748085547
2023-01-01,West,8,Vendor F,188,69.57136394888653,222.95890855473263,47.96665640480778,2536.433371322491,2023,1,1,4.648206176246737,13.491666868736655,2.70226123693826
2023-01-01,West,9,Vendor D,192,58.8371559591193,184.82269056547116,49.58732305339571,1724.398702681856,2023,1,1,3.72721653811507,8.981243243134667,3.2632440652536587
2023-01-01,West,10,Vendor B,221,74.3270212165644,262.9705814260102,46.41409049638765,2115.065044676058,2023,1,1,5.665748883875617,9.570430066407502,2.9733466562056745
2023-01-01,Central,1,Vendor D,193,38.03378094310662,252.25745724299048,52.33043467736712,1358.521397240028,2023,1,1,4.820473187318883,7.038970970155585,5.074436335653871
2023-01-01,Central,2,Vendor D,189,68.96647190104976,241.39023442627004,55.752435250166755,1974.9208844272575,2023,1,1,4.3296805483586125,10.449316848821468,2.740462064975129
2023-01-01,Central,3,Vendor E,201,85.3115998483567,298.9270382689698,42.56859134532611,2314.7939939644943,2023,1,1,7.022244072959933,11.5163880296741,2.3560688154633374
2023-01-01,Central,4,Vendor D,203,83.6911723698333,194.8444413018379,54.49058662061174,2258.701872039604,2023,1,1,3.5757449751538477,11.126610207091646,2.425584374692926
2023-01-01,Central,5,Vendor E,205,72.57689666013026,218.29994221356665,53.425238131308426,3075.440419387006,2023,1,1,4.086082717629251,15.002148387253687,2.8245903232814262
2023-01-01,Central,6,Vendor A,203,52.0806932326106,270.0842901252921,55.623839456188385,1675.0359570959524,2023,1,1,4.855549217130571,8.251408655645086,3.8977975791015487
2023-01-01,Central,7,Vendor G,191,68.81362486390472,285.60301300679953,52.65806573394272,1992.1085022840025,2023,1,1,5.423727761855549,10.429887446513103,2.7756131198980993
2023-01-01,Central,8,Vendor E,219,57.134156602892546,256.901668346365,50.6173615725427,1777.1762177832975,2023,1,1,5.07536664032131,8.11495989855387,3.833083623201898
2023-01-01,Central,9,Vendor B,172,63.336823734096704,249.67011854765897,49.43503185156159,1822.8436413652144,2023,1,1,5.050469458527763,10.597928147472176,2.715639810453672
2023-01-01,Central,10,Vendor G,197,83.01693238255977,246.7008137774955,45.251984564978635,2239.615089612629,2023,1,1,5.45171258562706,11.368604515800149,2.3730098709523726
2023-01-01,Northeast,1,Vendor C,205,67.82095107090788,301.2762146305889,59.695163503989896,2023.7702407084807,2023,1,1,5.0469116247659205,9.872049954675516,3.0226647778157703
2023-01-01,Northeast,2,Vendor G,206,83.5268037582701,242.01029702971456,49.08562249411195,2271.999120865567,2023,1,1,4.930370335198353,11.029121945949354,2.4662741866212454
2023-01-01,Northeast,3,Vendor G,225,72.23110644231197,229.84837632225768,43.72919506502198,2051.21873983466,2023,1,1,5.2561767025551385,9.116527732598488,3.1150014319619803
2023-01-01,Northeast,4,Vendor A,223,69.44983298455891,246.71750484246968,46.62431247719901,2011.400100028257,2023,1,1,5.29160628294784,9.019731390261242,3.2109508463408485
2023-01-01,Northeast,5,Vendor D,178,72.20646724586675,249.89482819723975,47.924776997811826,2004.8405728291143,2023,1,1,5.214313844562064,11.263149285556821,2.4651531474860944
2023-01-01,Northeast,6,Vendor F,229,66.60308339638752,222.56234258819367,47.659948574985,2537.7025949673084,2023,1,1,4.669798210923976,11.08167072038126,3.4382792555880486
2023-01-01,Northeast,7,Vendor F,212,91.07915061119158,290.6036094286361,56.73285831305148,3229.3868786662183,2023,1,1,5.122315675072946,15.232956974840652,2.327645773784258
2023-01-01,Northeast,8,Vendor A,183,89.43670319166239,242.5436389146167,51.15471038703345,2362.2243783431186,2023,1,1,4.741374490824915,12.908329936301195,2.046139822571858
2023-01-01,Northeast,9,Vendor E,215,84.80262952721684,326.96954724506895,50.5374285916571,2366.34660466635,2023,1,1,6.469849304898078,11.006263277517906,2.535298742487663
2023-01-01,Northeast,10,Vendor A,184,70.69182397611804,215.29175808311587,50.29954887039752,1973.849104276579,2023,1,1,4.280192624348171,10.727440784111844,2.6028469722631726
2023-01-01,Southeast,1,Vendor G,194,91.1578815114834,233.11187611499489,49.17135183432267,2401.5388114016328,2023,1,1,4.740806738452892,12.379066038152747,2.1281758283902343
2023-01-01,Southeast,2,Vendor B,206,72.78596674385591,242.70765831762375,54.31935829776003,2073.3020047609725,2023,1,1,4.468161368681565,10.064572838645498,2.830215894843344
2023-01-01,Southeast,3,Vendor B,180,68.94877193394387,274.07577924886436,52.86599289251581,1972.0188849057436,2023,1,1,5.184349413546435,10.955660471698575,2.6106338800703854
2023-01-01,Southeast,4,Vendor E,189,69.98145295857127,273.93925763745716,47.22445386035825,1989.1659753349743,2023,1,1,5.800792497198379,10.52468770018505,2.700715575480938
2023-01-01,Southeast,5,Vendor B,203,86.1838128211058,208.9443957182435,51.64216495290775,2308.4693887117855,2023,1,1,4.046003801521081,11.371770387742785,2.355430716686588
2023-01-01,Southeast,6,Vendor G,213,85.57179129614433,291.9347722637198,56.25549671121159,2374.863179414753,2023,1,1,5.189444397982498,11.14959239161856,2.4891380298778123
2023-01-01,Southeast,7,Vendor E,202,90.36061181709528,267.92613117684186,46.4434838652526,2410.298366643769,2023,1,1,5.768863764703381,11.932170131899847,2.235487298480019
2023-01-01,Southeast,8,Vendor A,207,76.17124216149851,205.46093438545591,46.646504644262606,2097.1409177940313,2023,1,1,4.404637302459212,10.131115544898702,2.717561039127049
2023-01-01,Southeast,9,Vendor A,202,83.75290053416529,290.2606825297974,55.88245218817516,2319.8617767657097,2023,1,1,5.194129304712529,11.484464241414404,2.411856768084088
2023-01-01,Southeast,10,Vendor A,212,67.2829031294163,203.1831519217512,56.9035718794611,1956.27866937976,2023,1,1,3.5706572577228424,9.227729572546037,3.150874741421687
2023-01-01,Northwest,1,Vendor G,195,78.42926377321342,287.3040738503789,46.10312337369942,2171.777089895594,2023,1,1,6.231770275553133,11.137318409720995,2.4863168493314345
2023-01-01,Northwest,2,Vendor E,202,68.4811141746862,233.88384695942457,56.19505567207639,1981.537758685608,2023,1,1,4.162000449367695,9.809592864780237,2.949718363003337
2023-01-01,Northwest,3,Vendor D,201,94.97280502284649,220.5318023956554,43.59529600000326,2464.061069894333,2023,1,1,5.058614635754255,12.259010297981755,2.1163953191826628
2023-01-01,Northwest,4,Vendor D,184,64.72984411771722,311.1498695389249,47.33349500167069,1899.2872890827111,2023,1,1,6.5735663408743115,10.32221352762343,2.8425837032046446
2023-01-01,Northwest,5,Vendor A,189,76.02645528539665,241.0661153132812,53.16612655057547,2108.167154547628,2023,1,1,4.534204971354489,11.154323569035068,2.485976747048255
2023-01-01,Northwest,6,Vendor G,201,71.12370167336753,250.6666537760273,55.42069087293616,2040.6360983517757,2023,1,1,4.5229795916967985,10.152418399760078,2.8260621321860278
2023-01-01,Northwest,7,Vendor F,194,78.68385491334676,203.1644512934737,50.08965176292059,2777.8981416313154,2023,1,1,4.05601644537422,14.31906258572843,2.4655629825667416
2023-01-01,Northwest,8,Vendor B,179,70.8312278294201,224.78521043479927,53.43619225197644,1980.3042596052107,2023,1,1,4.206609808102207,11.063152288297267,2.5271339419821754
2023-01-01,Northwest,9,Vendor F,189,74.16098136731704,238.4894723477116,52.90036447038777,2689.0687254159707,2023,1,1,4.508276544695863,14.227876854052754,2.5485099646118337
2023-01-01,Northwest,10,Vendor B,226,75.91301171059668,265.61939274187205,49.16170508685448,2164.11698511762,2023,1,1,5.402973559859236,9.575738872201859,2.977091738391045
2023-02-01,North,1,Vendor G,187,69.72005978234387,290.5920748049922,33.89491822007143,1950.941195190087,2023,2,1,8.573322788928087,10.43284061598977,2.682154900379998
2023-02-01,North,2,Vendor B,194,78.95598834762943,253.24073290230004,41.308389975144294,2145.989376619402,2023,2,1,6.1304914825941585,11.061800910409287,2.4570650568751273
2023-02-01,North,3,Vendor C,201,83.28010406163472,271.046153750752,53.93636494000592,2291.5388683031633,2023,2,1,5.025295161293127,11.400690887080415,2.4135416527726963
2023-02-01,North,4,Vendor A,209,84.31115908390935,269.74083336749516,53.91348436123332,2323.3081347823836,2023,2,1,5.003216478463285,11.11630686498748,2.478912664360314
2023-02-01,North,5,Vendor G,193,77.72236725327389,248.28188767533692,52.74033462353585,3226.706222311931,2023,2,1,4.7076282213146765,16.718685089699125,2.483197653657034
2023-02-01,North,6,Vendor D,174,61.60510633471341,253.72125423316064,59.484445780825354,1823.7882165766407,2023,2,1,4.265337785410568,10.481541474578394,2.824441192498259
2023-02-01,North,7,Vendor A,198,75.84929162242673,290.7160764978342,50.64874102613401,2140.3617014256374,2023,2,1,5.739848031915126,10.809907582957765,2.6104396727346146
2023-02-01,North,8,Vendor G,193,90.52668444421106,237.56108473557907,46.37848732896167,2381.7058017124536,2023,2,1,5.1222258080683645,12.34044456845831,2.1319680620683754
2023-02-01,North,9,Vendor A,213,57.60433024738019,248.4585307631717,54.644259303294064,1784.594501315389,2023,2,1,4.546836830272382,8.378377940447836,3.6976386859334607
2023-02-01,North,10,Vendor G,198,81.26932448892467,322.7939102382097,47.12704984655979,2257.4439854610987,2023,2,1,6.849440210859565,11.40123224980353,2.436343617289243
2023-02-01,South,1,Vendor C,206,69.03620164009592,206.36649206865977,54.97377642632212,1978.4652573220808,2023,2,1,3.753907871787556,9.604200278262528,2.9839416872025026
2023-02-01,South,2,Vendor A,221,73.1194008259965,301.3342193664704,53.842155349952115,2136.2150141896686,2023,2,1,5.596622523892673,9.666131285926102,3.022453651198777
2023-02-01,South,3,Vendor G,232,76.41532132149699,300.2058052515278,54.38343737937549,2219.580221718983,2023,2,1,5.520169737659477,9.567156128099064,3.0360403645222163
2023-02-01,South,4,Vendor A,213,67.66456836902653,233.02739011079595,55.9212652595683,1980.371597225713,2023,2,1,4.167062190548778,9.29751923580147,3.1478808648914813
2023-02-01,South,5,Vendor D,201,63.83294869148793,305.57792405423857,46.334101208213056,1900.508031886941,2023,2,1,6.59509769448323,9.455263840233536,3.1488440393292247
2023-02-01,South,6,Vendor B,202,75.13695959566539,216.3745853930329,49.956325120512005,2085.4329185106635,2023,2,1,4.331275066191563,10.3239253391617,2.688423927279236
2023-02-01,South,7,Vendor A,206,63.60850268477266,268.42595654273055,44.47083127703571,1875.638121452199,2023,2,1,6.036000426224167,9.105039424525238,3.238560747466151
2023-02-01,South,8,Vendor B,223,67.26793795637843,231.15551800733073,56.431910684977666,1987.8478019869,2023,2,1,4.096184502731448,8.91411570397713,3.3151008753175977
2023-02-01,South,9,Vendor D,200,53.935047609919046,264.560343086306,48.01489180665563,1681.4818334701313,2023,2,1,5.509964370046413,8.407409167350657,3.7081639650433638
2023-02-01,South,10,Vendor F,217,68.76016792763558,244.35691373364844,48.236575505022095,2589.6354033003568,2023,2,1,5.065801441651004,11.933803701844962,3.155896888273668
2023-02-01,East,1,Vendor C,202,71.04553461209727,237.61961437154275,47.660530819133875,2009.4640533222728,2023,2,1,4.985668650508349,9.947841848130063,2.843246955672911
2023-02-01,East,2,Vendor C,188,94.85637686225776,325.74152505195525,43.017144168908544,2503.623884783054,2023,2,1,7.572365189397931,13.317148323314118,1.9819437155289767
2023-02-01,East,3,Vendor B,214,77.44750326684773,237.49344159842457,50.41849699307755,2163.701621275242,2023,2,1,4.710442709766465,10.110755239603934,2.763162025542082
2023-02-01,East,4,Vendor A,196,77.15599683705867,173.6425135109039,51.62492287288373,2096.1802134663667,2023,2,1,3.363540395759324,10.694797007481462,2.540308051672525
2023-02-01,East,5,Vendor F,200,78.86586229905193,290.77892798094416,49.26430247592946,2859.450763256612,2023,2,1,5.902426571918252,14.29725381628306,2.5359514772262153
2023-02-01,East,6,Vendor C,193,68.43375929200295,276.1879860272637,62.130964073415335,2010.280869676663,2023,2,1,4.445255117897637,10.415963055319498,2.8202454752847936
2023-02-01,East,7,Vendor D,221,84.049620414942,243.22579752771875,57.182147597794334,2329.974329608854,2023,2,1,4.253526804178663,10.542870269723322,2.6293991443263143
2023-02-01,East,8,Vendor B,178,67.96083674584456,236.23923599389153,51.972445309550245,1923.877612441877,2023,2,1,4.545470866087595,10.808301193493692,2.619155509601399
2023-02-01,East,9,Vendor D,178,64.12739315725648,287.49272714643865,55.448935071020834,1888.3903046460553,2023,2,1,5.184819632301476,10.608934295764355,2.7757248694563224
2023-02-01,East,10,Vendor F,182,85.72520714177271,209.83677937330353,48.880703836912375,2938.062818561226,2023,2,1,4.292834654619781,16.143202299786957,2.1230628197725743
2023-02-01,West,1,Vendor E,186,76.22243004547066,237.43109663436297,45.87693995117489,2083.5380787435556,2023,2,1,5.175390880190614,11.201817627653524,2.440226582766271
2023-02-01,West,2,Vendor G,214,64.4119985175218,223.36571342699577,45.70160431504702,1880.3642113517744,2023,2,1,4.8874807957989725,8.786748651176516,3.322362369206511
2023-02-01,West,3,Vendor E,200,86.4971532922663,264.7950950271651,49.79059972517465,2338.191922037149,2023,2,1,5.318174444347612,11.690959610185747,2.312214823119294
2023-02-01,West,4,Vendor E,235,74.06337675110723,270.547115694987,44.589578708362325,2129.8645405642237,2023,2,1,6.067496566058575,9.06325336410308,3.1729582191442116
2023-02-01,West,5,Vendor G,207,65.71780032651982,287.30284834308776,51.776690977950686,1952.567788470101,2023,2,1,5.548883926657979,9.432694630290344,3.149831536836558
2023-02-01,West,6,Vendor G,200,56.90732285411742,262.7884354203882,55.05742592788104,1760.9917961182243,2023,2,1,4.772988039154085,8.804958980591122,3.5144861850679976
2023-02-01,West,7,Vendor D,215,75.65937593427986,204.18043037746656,58.916354051979184,2134.944839068015,2023,2,1,3.465598536483225,9.929975995665187,2.841683497188185
2023-02-01,West,8,Vendor E,198,97.7253644189969,247.9318061138574,50.09287972581487,2550.545011225697,2023,2,1,4.949442065836918,12.881540460735843,2.026086074758199
2023-02-01,West,9,Vendor C,230,74.63419960123154,197.865861524605,50.09023626234112,2106.6742177264173,2023,2,1,3.9501882260708094,9.15945312054964,3.0816971472714068
2023-02-01,West,10,Vendor E,185,87.10674552542197,281.3184029194957,49.911294610550726,2338.159836091789,2023,2,1,5.636367582018759,12.638701816712373,2.1238309258840125
2023-02-01,Central,1,Vendor G,194,88.24482625841071,221.36352067526565,54.313524609950086,2351.655211403224,2023,2,1,4.07566112243639,12.121934079398061,2.1984291683220314
2023-02-01,Central,2,Vendor E,200,54.36988188499185,245.43810155016251,52.36044175315316,1691.7418238893938,2023,2,1,4.687471941265319,8.458709119446969,3.678507163636263
2023-02-01,Central,3,Vendor D,187,63.081252958087504,308.3058664336659,46.201634911237235,1865.7134837556612,2023,2,1,6.6730510083893,9.977077453238829,2.9644306546074266
2023-02-01,Central,4,Vendor F,222,81.63646347032841,273.22561979456486,48.829474185859006,2958.998982993149,2023,2,1,5.595506082137802,13.328824247716888,2.719373066432356
2023-02-01,Central,5,Vendor C,209,80.62239059758267,213.29298443574967,59.907621335413346,2233.6464666193433,2023,2,1,3.560364769643512,10.687303668035135,2.592331962012877
2023-02-01,Central,6,Vendor E,220,70.55522466808972,208.02467256318303,46.70813393186794,2006.043698695308,2023,2,1,4.453714054743093,9.118380448615037,3.118124859426608
2023-02-01,Central,7,Vendor C,211,84.31665966868096,261.86121043557,48.43661415173362,2305.259762090162,2023,2,1,5.406265797507186,10.92540171606712,2.5024710517365882
2023-02-01,Central,8,Vendor G,215,67.04011089991246,253.63055155703844,59.4026735896902,1993.688569701543,2023,2,1,4.2696824272410865,9.272970091635084,3.2070352676024694
2023-02-01,Central,9,Vendor C,184,77.11564833194248,309.0262223858758,48.524863239429216,2149.303289788663,2023,2,1,6.3684099604998865,11.680996140155775,2.3860267530654267
2023-02-01,Central,10,Vendor D,174,87.06587419804208,232.02073180014324,53.63583607491788,2302.4374312656814,2023,2,1,4.325852802519187,13.232399030262536,1.998486796379205
2023-02-01,Northeast,1,Vendor B,203,83.16221872557192,218.24295165230433,54.91961768622226,2263.448998561488,2023,2,1,3.973861451461909,11.14999506680536,2.441012314376584
2023-02-01,Northeast,2,Vendor D,205,72.63239441962459,255.0090183732356,51.01195228654567,2066.18915627607,2023,2,1,4.9990052711723765,10.078971494029611,2.8224320792130038
2023-02-01,Northeast,3,Vendor E,198,82.82027387574128,222.65148093538292,49.900408018501345,2236.6975901315595,2023,2,1,4.461917041897362,11.296452475411916,2.3907189717467934
2023-02-01,Northeast,4,Vendor G,191,72.52119880921337,224.0497107096747,47.413267135303606,2013.5936040159831,2023,2,1,4.725464500691385,10.542374890136037,2.6337126679672953
2023-02-01,Northeast,5,Vendor F,178,76.28480532918435,232.2206891834297,50.29954887039752,2711.594091063141,2023,2,1,4.61675490930888,15.233674668894052,2.333361135705781
2023-02-01,Northeast,6,Vendor D,211,69.79351584331731,226.82373664473292,49.710180001658486,1997.5950988581617,2023,2,1,4.562923261134145,9.467275350038681,3.023203480301575
2023-02-01,Northeast,7,Vendor C,212,80.19430410514191,211.4840835398029,54.88272237576904,2213.4246993540273,2023,2,1,3.853381800046676,10.44068254412277,2.6435792711917423
2023-02-01,Northeast,8,Vendor D,215,95.56451330655987,267.83578380903884,45.401865307812216,2530.697332340058,2023,2,1,5.899224227753321,11.770685266697944,2.2497890959827833
2023-02-01,Northeast,9,Vendor C,203,72.53579413165531,242.94310018206136,38.91589248048079,2017.7294201837856,2023,2,1,6.2427734454224675,9.939553794008797,2.7986182881178228
2023-02-01,Northeast,10,Vendor G,188,66.51767229831898,231.82960000192605,49.83978814659756,1900.970570407328,2023,2,1,4.65149649753783,10.11154558727302,2.8263165788011357
2023-02-01,Southeast,1,Vendor A,202,78.9210688349942,235.96971904511116,48.319038678052586,2167.9603241611085,2023,2,1,4.883576443177315,10.732476852282716,2.5595193144473947
2023-02-01,Southeast,2,Vendor C,194,81.00487042762613,279.2618326199549,52.59757265790974,2236.447226098225,2023,2,1,5.309405330094807,11.528078485042398,2.3949177250191327
2023-02-01,Southeast,3,Vendor C,207,74.04658908803317,301.90965444571503,38.77207051217418,2088.893785964615,2023,2,1,7.786781836964764,10.091274328331473,2.795537276590823
2023-02-01,Southeast,4,Vendor F,210,76.9540322128332,234.65732560064737,45.40093862064856,2770.401212122698,2023,2,1,5.1685567023480905,13.1923867243938,2.728901838687271
2023-02-01,Southeast,5,Vendor C,219,83.26943460465196,204.6398106381527,50.11256487198864,2267.010273091897,2023,2,1,4.083602808215869,10.351645082611402,2.6300166566492487
2023-02-01,Southeast,6,Vendor G,194,52.22437393150915,234.51650074385697,60.62278114914507,1658.0657225239324,2023,2,1,3.8684549982439105,8.546730528473878,3.714740558774831
2023-02-01,Southeast,7,Vendor G,187,97.79416736851364,229.13532132707775,50.17749103702971,2524.397013277608,2023,2,1,4.566496183676894,13.499449268864215,1.9121794789185718
2023-02-01,Southeast,8,Vendor F,198,78.75166924324061,204.05978158125495,53.94060902346731,2803.1784051491572,2023,2,1,3.7830455620639554,14.15746669267251,2.51423242075589
2023-02-01,Southeast,9,Vendor E,182,69.81398348304973,267.8402677550499,53.53202812216925,1990.579914680532,2023,2,1,5.0033648481203175,10.937252278464461,2.6069275941572383
2023-02-01,Southeast,10,Vendor B,201,62.241243841938626,279.56199134350146,42.070771798070766,1840.2743870390857,2023,2,1,6.645040711050642,9.155593965368585,3.2293699096123247
2023-02-01,Northwest,1,Vendor G,216,69.34553868092577,184.69147083118165,56.66621494352907,1991.7243009478116,2023,2,1,3.259287231646522,9.22094583772135,3.114836283756681
2023-02-01,Northwest,2,Vendor B,227,66.71804524310672,241.8845535428741,55.71261780439065,1987.1294904010308,2023,2,1,4.341647602920777,8.753874407052999,3.4023778600356036
2023-02-01,Northwest,3,Vendor C,204,68.0929207407108,254.9558602285737,54.72104323292998,1984.9950606501495,2023,2,1,4.659192244257993,9.730367944363477,2.9959061497274604
2023-02-01,Northwest,4,Vendor F,193,68.08985812703712,268.2964014157126,49.80036768313318,2550.1789383714404,2023,2,1,5.387438163565638,13.213362374981557,2.8344896774482127
2023-02-01,Northwest,5,Vendor G,209,79.35992773064197,244.253940317874,53.64893398278695,2208.1977207519244,2023,2,1,4.552820013091815,10.565539333741265,2.6335709466542547
2023-02-01,Northwest,6,Vendor D,200,62.12116844898581,285.5145717553233,51.54426324393577,1868.3649017647176,2023,2,1,5.539211423085272,9.341824508823589,3.219514458493177
2023-02-01,Northwest,7,Vendor A,208,59.74428291938917,215.37509845661376,54.27600753874131,1798.9387400779754,2023,2,1,3.968145562344146,8.648743942682573,3.4815046701731607
2023-02-01,Northwest,8,Vendor A,215,77.64290210153251,245.79150899927896,47.3742073465087,2164.955569469744,2023,2,1,5.188298079617217,10.06956078823137,2.7690876330053658
2023-02-01,Northwest,9,Vendor F,209,68.38572361682168,235.68328353899912,49.43059616638514,2562.191100246685,2023,2,1,4.767963605894633,12.259287560988923,3.0561934413543255
2023-02-01,Northwest,10,Vendor C,183,80.45242424834208,239.24789273461337,43.875000556699746,2158.722222277709,2023,2,1,5.452943354962079,11.796296296599504,2.2746362425961473
2023-03-01,North,1,Vendor F,212,60.08344521916599,241.21505740504492,54.7071781007478,2377.075315067167,2023,3,1,4.409203065835848,11.212619410694185,3.5284261617603483
2023-03-01,North,2,Vendor G,195,85.27495817727876,213.59889789256255,46.31222017676514,2265.095162811408,2023,3,1,4.612149818715131,11.615872629802093,2.2867205586265196
2023-03-01,North,3,Vendor E,223,68.37323699008417,271.0332737439543,38.80855829445978,1981.010378931435,2023,3,1,6.983853192573927,8.883454614042309,3.2615100559351986
